ID,sentence,label
1347,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
607,Sprint charges for this service.,0
2201,The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
1550,"I really do recommend this place, you can go wrong with this donut place!",1
733,Arrived quickly and much less expensive than others being sold.,1
209,We are sending it back.,0
708,I bought this phone as a replacement for my StarTac and have regretted it since.,0
1355,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
654,"The charger arrived within the promised timeframe, but it did not work.",0
86,This phone works great.,1
1549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
2100,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
1002,Not tasty and the texture was just nasty.,0
393,"Excellent product, I am very satisfied with the purchase.",1
777,WORTHWHILE.,1
2423,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1
437,Awsome Device Works Great!!.,1
874,Good Quality.,1
776,I highly recommend this case.,1
1768,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
1907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
569,It's A PIECE OF CRAP!,0
1995,I think food should have flavor and texture and both were lacking.,0
473,Great software for Motorolas.,1
1105,So we went to Tigerlilly and had a fantastic afternoon!,1
50,Not loud enough and doesn't turn on like it should.,0
958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
663,Its well-designed and very sharp -- the blue is a very nice color.,1
1854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
693,"The biggest complaint I have is, the battery drains superfast.",0
1125,"Host staff were, for lack of a better word, BITCHES!",0
846,Used and dirty.,0
49,Disappointed with battery.,0
996,What a piece of junk.. I lose more calls on this phone.,0
2146,And I really did find them funny.  ,1
182,The sound quality is good and functionality is awesome.,1
1497,"This was my first crawfish experience, and it was delicious!",1
1649,We won't be going back anytime soon!,0
994,Kind of flops around.,0
1756,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
2477,Julian Fellowes has triumphed again.  ,1
416,An Awesome New Look For Fall 2000!.,1
1990,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
2197,Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0
379,Soyo technology sucks.,0
1414,I can take a little bad service but the food sucks.,0
629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
748,Does not fit.,0
1615,The cow tongue and cheek tacos are amazing.,1
295,This is hands down the best phone I've ever had.,1
939,"I like the fact that it rests lightly against your ear, rather than inside.",1
1653,"Not much flavor to them, and very poorly constructed.",0
2127,Nothing at all to recommend.  ,0
1553,I guess maybe we went on an off night but it was disgraceful.,0
2216,I would have casted her in that role after ready the script.  ,1
54,I love this thing!,1
1208,Must have been an off night at this place.,0
1786,We will not be coming back.,0
532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0
2389,There is no plot here to keep you going in the first place.  ,0
1357,As always the evening was wonderful and the food delicious!,1
502,Defective crap.,0
430,Fantastic earphones.,1
2192,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1
223,"All in all, I'd expected a better consumer experience from Motorola.",0
1633,High-quality chicken on the chicken Caesar salad.,1
144,The phone takes FOREVER to charge like 2 to 5 hours literally.,0
528,No real improvement.,0
666,Nice Sound.,1
1998,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
2107,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1
2708,I was particularly pleased with the acting ability of Dwight Schultz.  ,1
2343,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1
274,Avoid this one if you can.,0
983,I am going to have to be the first to negatively review this product.,0
825,The shipping time was also very quick!,1
327,The plug did not work very well.,0
2241,"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0
820,Plan on ordering from them again and again.,1
1278,I think not again,0
2139,This is such a fun and funny movie.  ,1
773,The reception has been generally good.,1
1647,Food was average at best.,0
1067,Update.....went back for a second time and it was still just as amazing,1
1201,Food was great and so was the serivce!,1
692,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
2227,"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
847,Very unreliable service from T-mobile !,0
893,Bad Reception.,0
1967,Hell no will I go back,0
1896,The pizza selections are good.,1
2408,The story line is just awful!  ,0
2546,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1
2063,Brilliant!  ,1
1816,The food was terrible.,0
2363,The movie is terribly boring in places.  ,0
2091,It was so BORING!  ,0
1563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
2299,"I found this move beautiful, enjoyable, and uplifting.  ",1
2611,Cinematography: The film was shot in an interesting way.  ,1
2517,"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0
695,Do NOT buy if you want to use the holster.,0
701,You can't beat the price on these.,1
2321,Final Word: This Show is a real torture!!  ,0
2132,There were too many close ups.  ,0
233,Great sound and service.,1
1287,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
856,Poor Reliability.,0
2116,The story is beyond stupid.  ,0
1820,But I definitely would not eat here again.,0
1323,"A couple of months later, I returned and had an amazing meal.",1
2358,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0
2337,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0
1284,I would definitely recommend the wings as well as the pizza.,1
1273,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
1239,"Everyone is very attentive, providing excellent customer service.",1
1384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
861,It was a waste of my money.,0
53,This phone is pretty sturdy and I've never had any large problems with it.,1
1292,"The staff is great, the food is delish, and they have an incredible beer selection.",1
2592,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1
2317,Everything about it is just bad.  ,0
997,Item Does Not Match Picture.,0
2717,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
1534,Terrible management.,0
1253,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0
621,DO NOT BUY DO NOT BUYIT SUCKS,0
2720,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0
2279,The directing is sloppy at best.  ,0
451,Portable and it works.,1
253,I love all the features and form factor.,1
129,The BT headset was such a disapoinment.,0
152,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1
1285,Great Pizza and Salads!,1
1345,Pretty good beer selection too.,1
1326,You won't be disappointed.,1
705,I love this cable - it allows me to connect any mini-USB device to my PC.,1
1098,It was not good.,0
1458,Best tater tots in the southwest.,1
1769,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
865,Would recommend this item.,1
2357,I thought it was bad.  ,0
1030,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1
1007,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
1739,Never had anything to complain about here.,1
1590,Great place fo take out or eat in.,1
1734,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
926,It looses connection to the phone even when it is within a couple feet between the two.,0
2618,The warmth it generates is in contrast to its austere backdrop.  ,1
2463,"Special mention should be made of the superb music Score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1
1852,So flavorful and has just the perfect amount of heat.,1
1917,I got food poisoning here at the buffet.,0
1162,"Their menu is diverse, and reasonably priced.",1
105,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
407,Works great.,1
1356,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
74,This is a beautiful phone.,1
2136," In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  	1
Ray Charles is legendary.  	1
Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
Hitchcock is a great director.  	1
Ironically I mostly find his films a total waste of time to watch.  	0
Secondly, Hitchcock pretty much perfected the thriller and chase movie.  	1
It's this pandering to the audience that sabotages most of his films.  	0
Hence the whole story lacks a certain energy.  	0
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
There are the usual Hitchcock logic flaws.  	0
Mishima is extremely uninteresting.  	0
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  	0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	0
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
Schrader has made a resume full of lousy, amateurish films.  	0
When I first watched this movie, in the 80s, I loved it.  	1
I was totally fascinated by the music, the dancing... everything.  	1
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  	0
The character developments also lacked in depth.  	0
Woa, talk about awful.  	0
Do not waste your time.  	0
It was just too horrible.  	0
The worst, sappiest dialogue... I could go on and on.  	0
But what really made it unwatchable was the direction.  	0
The poor actors.  	0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
If you check the director's filmography on this site you will see why this film didn't have a chance.  	0
This would not even be good as a made for TV flick.  	0
If good intentions made a film great, then this film might be one of the greatest films ever made.  	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
Regrettably, the film fails.  	0
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
No actress has been worse used that June Allison in this movie.  	0
Yet, I enjoy watching it.  	1
Unfortunately, this is a bad movie that is just plain bad.  	0
Bad script, bad direction and horrible acting make this one plain bad!  	0
The dialogue sucked.  	0
The cinematography-if it can be called that-sucked.  	0
The soundtrack sucked.  	0
The acting sucked.  	0
The concert sequences just sucked.  	0
That was nice.  	1
That was funny.  	1
It was so funny.  	1
Overall, this movie was cheap trash.  	0
But this movie is not funny, considering the ridiculousness of it.  	0
I came out of it feeling angry.  	0
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  	1
Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
All things considered, a job very well done.  	1
Thanks good a movie like this was done and released.  	1
One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  	1
The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	1
It is an excellent drama, an excellent thriller, and an excellent film.  	1
Up there with the best of Melville.  	1
Everything about this film is simply incredible.  	1
You truly take this journey through the eyes and soul of a child.  	1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  	1
I'm not sure what he was trying to do with this film.  	0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  	0
There is a lot of beautiful places.  	1
It was forced, like everything in this movie.  	0
Again, lame.  	0
Here's where the movie really pi**ed me off.  	0
And don't even get me started on the jerky camerawork.  	0
When I saw it in the theater I thought I was going to be sick.  	0
Summary: The witticisms weren't witty.  	0
The plot - well, I said I'd let that one go.  	0
The acting was bad.  	0
Really bad.  	0
Even Billy Bob couldn't rise above the script, which was worse.  	0
Camerawork - again, bad.  	0
Rating: 1 out of 10.  	0
An AMAZING finale to possibly the BEST trilogy of all time!  	1
Kieslowski never ceases to amaze me.  	1
He is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Three of the most visually appealing movies i've ever seen.  	1
And his subtle connections between the three films are awesome.  	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  	1
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
10 out of 10 for both the movie and trilogy.  	1
I literally vomited while watching this film.  	0
I think i was one of the people who found this another one of roth's pearls.  	1
his performance, as awarded, was stunning.  	1
the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
In a most wonderful location lies a story of contrast.  	1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  	1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  	0
But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".  ",0
300,Sending it back.,0
1886,The service was extremely slow.,0
715,The phone crashed completely and now I have to get it replaced.,0
653,Utter crap.. Sound quality is TERRIBLE.,0
172,How can that be?The audio quality is poor.,0
2073,"I cannot believe that the actors agreed to do this ""film"".  ",0
213,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
1630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
888,Don't trust their website and don't expect any helpful support.,0
1755,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
2647,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1
2453,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1
2624,It's a long time since I was so entertained by a movie.  ,1
1872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
2578,Why was this film made?  ,0
468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0
2150,It's just lame.  ,0
2532,") some great music, and terrific scenery.  ",1
635,im surprised this is a good quality car charger and there's not much reviews about it.,1
2182,All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,0
1698,"Needless to say, we will never be back here again.",0
517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1
1043,"On a positive note, our server was very attentive and provided great service.",1
2638,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0
734,We have tried 2 units and they both failed within 2 months.. Pros,0
560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
1587,I hate those things as much as cheap quality black olives.,0
2623,Conclusion - I loved it.  ,1
1722,"The food was great as always, compliments to the chef.",1
97,I found this product to be waaay too big.,0
55,Everything about it is fine and reasonable for the price i.e.,1
43,I only hear garbage for audio.,0
2504,"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0
1881,"The service was terrible, food was mediocre.",0
1658,It was just not a fun experience.,1
1572,Waited and waited and waited.,0
2066,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0
2506,DELETE this film from your mind!  ,0
1203,Great brunch spot.,1
700,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
1548,The desserts were a bit strange.,0
1481,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
280,"Good product, good seller.",1
1034,"Overall, I like this place a lot.",1
1833,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
2738,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
2744,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0
1478,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
1957,The real disappointment was our waiter.,0
1062,The cocktails are all handmade and delicious.,1
508,great...no problems at all!.,1
161,Great charger.,1
2094,Horrible!  ,0
1026,#NAME?,0
432,Low Quality.,0
810,Improper description.... I had to return it.,0
1388,This is a disgrace.,0
2470,"Speaking of the music, it is unbearably predictably and kitchy.  ",0
1811,The service was terrible though.,0
611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
1719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
617,However I needed some better instructions.,0
101,"Buyer Beware, you could flush money right down the toilet.",0
2697,Simply beautiful.  ,1
2031,It was horrendous.  ,0
211,"If you hate earbugs, avoid this phone by all means.",0
1215,Waitress was good though!,1
1899,"Overall, a great experience.",1
2725,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0
933,Does not charge the Cingular (ATT) 8525 phone.,0
1459,We loved the place.,1
963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1
943,I'm returning them.,0
2675,It was a long time that i didn't see a so charismatic actor on screen.  ,1
677,Truly awful.,0
707,This is cool because most cases are just open there allowing the screen to get all scratched up.,1
1920,"Needless to say, I won't be going back anytime soon.",0
1876,I've had better bagels from the grocery store.,0
1134,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
2354,So bad...well...it's just bad.  ,0
1349,"I have eaten here multiple times, and each time the food was delicious.",1
561,Please dont waste your money.,0
2026,The Wind and the Lion is well written and superbly acted.  ,1
863,"I have only had it for a few weeks, but so far, so good.",1
2128,An excellent performance from Ms.  ,1
2500,It's a case of 'so bad it is laughable'.  ,0
16,I advise EVERYONE DO NOT BE FOOLED!,0
2225,Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,0
2432,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1
826,Not as good as I had hoped.,0
1868,"The service was great, even the manager came and helped with our table.",1
1531,This place is two thumbs up....way up.,1
471,The update procedure is difficult and cumbersome.,0
615,the charger worked for about a week and then completely stopped charging my phone.,0
1724,Awesome selection of beer.,1
1794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
1267,"Thus far, have only visited twice and the food was absolutely delicious each time.",1
2472,This is a stunning movie.  ,1
1588,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1
174,The file browser offers all the options that one needs.Handsfree is great.,1
584,Better than expected.,1
935,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0
944,I does not maintain a connection with the computer while it is on my lap.,0
1426,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
459,Horrible phone.,0
814,Battery has no life.,0
1156,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1
1782,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
1248,The lighting is just dark enough to set the mood.,1
1210,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0
23,I have yet to run this new battery below two bars and that's three days without charging.,1
565,Disapointing Results.,0
1463,The manager was the worst.,0
1502,Cant say enough good things about this place.,1
857,(It works!),1
1589,The kids play area is NASTY!,0
1442,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
1532,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
1055,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1360,The buffet is small and all the food they offered was BLAND.,0
2036,The cast of veteran actors are more than just a nostalgia trip.  ,1
1693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
193,I have had problems wit hit dropping signal and more.,0
1227,The folks at Otto always make us feel so welcome and special.,1
2381,The budget was evidently very limited.  ,0
1715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
2636,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0
1022,Service is also cute.,1
1652,It is PERFECT for a sit-down family meal or get together with a few friends.,1
1901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
1752,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
673,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
2089,I paid too much.  ,0
1382,The service was outshining & I definitely recommend the Halibut.,1
2731,"If you have not seen this movie, I definitely recommend it!  ",1
2385,It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0
1720,"Cute, quaint, simple, honest.",1
447,Very happy with this product.,1
840,It would take too long to describe how bad my customer service experience has been with Amazon.,0
1404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
2747,All in all its an insult to one's intelligence and a huge waste of money.  ,0
2053,The directing seems too pretentious.  ,0
84,"This item worked great, but it broke after 6 months of use.",0
575,"I can barely ever hear on it and am constantly saying ""what?""",0
1582,"If you look for authentic Thai food, go else where.",0
600,Their Research and Development division obviously knows what they're doing.,1
2175,"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
1027,"This hole in the wall has great Mexican street tacos, and friendly staff.",1
721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
711,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
2154,It is shameful.  ,0
2481,The aerial scenes were well-done.  ,1
1843,I won't be back.,0
178,It only recognizes the Phone as its storage device.,0
572,Worst ever.,0
649,I'm pleased.,1
757,The nano stated it.My son was dissapointed.,0
2416,Omit watching this.  ,0
1529,The bartender was also nice.,1
1340,the spaghetti is nothing special whatsoever.,0
1977,Overpriced for what you are getting.,0
314,The battery is unreliable as well as the service use antena.,0
1336,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
1933,We won't be going back.,0
887,Best headset ever!!!.,1
2080,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0
2495,I advise you to look out for it.  ,1
957,Love it.. Great armband.,1
1283,"This place is not quality sushi, it is not a quality restaurant.",0
1604,Couldn't ask for a more satisfying meal.,1
974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
1753,We were sat right on time and our server from the get go was FANTASTIC!,1
1601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
2155,I would give this television series a 10 plus if i could.  ,1
345,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1
404,don't waste your money and time.,0
1571,We recently witnessed her poor quality of management towards other guests as well.,0
659,"It felt too light and ""tinny."".",0
553,"The seller is very understanding and patient, I would definitely buy from them again.",1
2600,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
1718,"After one bite, I was hooked.",1
550,"I love the camera, it's really pretty good quality.",1
1122,Service was fine and the waitress was friendly.,1
2213,Her role was played well.  ,1
2427,"Regardless, the film fails on most levels.  ",0
210,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
1319,All the bread is made in-house!,1
1575,"The pizza tasted old, super chewy in not a good way.",0
932,[...] down the drain because of a weak snap!,0
2698,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1
2579,The film has an ultra-cheap look to it.  ,0
429,My Sanyo has survived dozens of drops on blacktop without ill effect.,1
1813,It was packed!!,0
1327,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1
2613,This film offers many delights and surprises.  ,1
2508,The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0
2060,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1
1432,Service is quick and friendly.,1
2535,"The point is the journey, a journey that touches every member of the family.  ",1
568,Great Product.,1
1945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
657,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
1533,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
1803,This place was such a nice surprise!,1
2588,I love the Scream movies and all horror movies and this one ranks way up there.  ,1
1620,I had the chicken Pho and it tasted very bland.,0
164,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0
931,This pair of headphones is the worst that I have ever had sound-wise.,0
2741,It looked like a wonderful story.  ,1
343,New Battery works great in phone.,1
1235,"If it were possible to give them zero stars, they'd have it.",0
1342,The vegetables are so fresh and the sauce feels like authentic Thai.,1
1585,Great food and great service in a clean and friendly setting.,1
2259,If only someone involved with it knew how to string together narrative!  ,0
1888,Seriously killer hot chai latte.,1
1905,"Also, I feel like the chips are bought, not made in house.",0
573,I am very happy,1
784,I don't think it would hold it too securly on your belt.,0
1812,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
15,Highly recommend for any one who has a blue tooth phone.,1
1099,"On the up side, their cafe serves really good food.",1
2541,What on earth is Irons doing in this film?  ,0
1989,I would avoid this place if you are staying in the Mirage.,0
332,The reception is excellent!,1
2339,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0
212,Great price also!,1
365,awesome device.,1
2519,You can find better movies at youtube.  ,0
2562,"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1
2425,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1
1697,I was mortified.,0
1316,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0
439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
1849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
1506,Overall I wasn't very impressed with Noca.,0
46,Who in their right mind is gonna buy this battery?.,0
2724,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
1154,Some highlights : Great quality nigiri here!,1
619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
898,Everything about this product is wrong.First,0
2575,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1
2722,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0
753,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
136,Very good stuff for the price.,1
440,Very Displeased.,0
150,I Was Hoping for More.,0
1856,"Went in for happy hour, great list of wines.",1
1915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
1050,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1
396,"Using all earpieces, left or right, this thing will not stay on my ear.",0
1822,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
771,"VERY cheap plastic, creaks like an old wooden floor.",0
1166,This place is hands-down one of the best places to eat in the Phoenix metro area.,1
425,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1
372,Battery life is also great!,1
469,"Looks great and is strong.""",1
2496,You wont regret it!  ,1
